# This ASPECT-compatible file contains material properties evaluated along an isentrope by the BurnMan software.
# POINTS: 501
# depth (m), pressure (Pa), temperature (K), density (kg/m^3), gravity (m/s^2), thermal expansivity (1/K), specific heat (J/K/kg), compressibility (1/Pa), molar volume (m^3/mol), molar entropy (J/K/mol), molar Gibbs (J/mol), Vp (m/s), Vs (m/s), dVp/dT (m/s/K), dVs/dT (m/s/K)
depth	pressure	temperature	density	gravity	thermal_expansivity	specific_heat	compressibility	molar_volume	molar_entropy	molar_gibbs	seismic_vp	seismic_vs	seismic_dvp_dt	seismic_dvs_dt
1.6396819210e+06	6.8272049800e+10	2.1796708014e+03	4.8653555925e+03	9.9801583377e+00	1.6485363747e-05	1.2325329393e+03	2.2012650664e-12	2.0553666950e-05	2.5164733070e+02	-1.1837945441e+05	1.2309257288e+04	6.6038222550e+03	-2.0682857143e-01	-2.0645990857e-01
1.6452816629e+06	6.8544049600e+10	2.1812970718e+03	4.8682937366e+03	9.9809447009e+00	1.6452162727e-05	1.2324406835e+03	2.1966795393e-12	2.0541245851e-05	2.5164733070e+02	-1.1319370507e+05	1.2316665528e+04	6.6062827821e+03	-2.0682857141e-01	-2.0609124572e-01
1.6508775899e+06	6.8816049400e+10	2.1829046198e+03	4.8712159483e+03	9.9817466660e+00	1.6419592952e-05	1.2323500725e+03	2.1921196904e-12	2.0528958972e-05	2.5164733070e+02	-1.0801661078e+05	1.2324003842e+04	6.6087090000e+03	-2.0682857143e-01	-2.0572258284e-01
1.6564697034e+06	6.9088049200e+10	2.1845131578e+03	4.8741380811e+03	9.9825643220e+00	1.6387009362e-05	1.2322589321e+03	2.1875785189e-12	2.0516666501e-05	2.5164733070e+02	-1.0283982998e+05	1.2331341950e+04	6.6111361999e+03	-2.0682857144e-01	-2.0535392000e-01
1.6620580044e+06	6.9360049000e+10	2.1861226867e+03	4.8770601347e+03	9.9833977588e+00	1.6354411942e-05	1.2321672621e+03	2.1830559100e-12	2.0504368431e-05	2.5164733070e+02	-9.7663362938e+04	1.2338679853e+04	6.6135643827e+03	-2.0682857144e-01	-2.0498525714e-01
1.6676424941e+06	6.9632048800e+10	2.1877314642e+03	4.8799802488e+03	9.9842470662e+00	1.6321859739e-05	1.2320753621e+03	2.1785522365e-12	2.0492079381e-05	2.5164733070e+02	-9.2488055308e+04	1.2346011515e+04	6.6159907057e+03	-2.0674148573e-01	-2.0462530287e-01
1.6732231728e+06	6.9904048600e+10	2.1893241674e+03	4.8828828064e+03	9.9851123297e+00	1.6289860993e-05	1.2319861351e+03	2.1740715895e-12	2.0479926367e-05	2.5164733070e+02	-8.7321020383e+04	1.2353286803e+04	6.6183906679e+03	-2.0581982857e-01	-2.0434880571e-01
1.6788000410e+06	7.0176048400e+10	2.1909172046e+03	4.8857859246e+03	9.9859936346e+00	1.6257850835e-05	1.2318969729e+03	2.1696092204e-12	2.0467770527e-05	2.5164733070e+02	-8.2154038753e+04	1.2360564958e+04	6.6207914427e+03	-2.0489817141e-01	-2.0407230857e-01
1.6843730992e+06	7.0448048200e+10	2.1925105758e+03	4.8886896037e+03	9.9868910701e+00	1.6225829262e-05	1.2318078756e+03	2.1651650173e-12	2.0455611862e-05	2.5164733070e+02	-7.6987110437e+04	1.2367845981e+04	6.6231930304e+03	-2.0397651428e-01	-2.0379581143e-01
1.6899423477e+06	7.0720048000e+10	2.1941010559e+03	4.8915912987e+03	9.9878047259e+00	1.6193894826e-05	1.2317189705e+03	2.1607398756e-12	2.0443469306e-05	2.5164733070e+02	-7.1821638017e+04	1.2375120265e+04	6.6255901401e+03	-2.0320000000e-01	-2.0349028571e-01
1.6955077871e+06	7.0992047800e+10	2.1956746171e+03	4.8944799349e+03	9.9887346921e+00	1.6162474653e-05	1.2316304725e+03	2.1563381105e-12	2.0431425249e-05	2.5164733070e+02	-6.6663739404e+04	1.2382344318e+04	6.6279600848e+03	-2.0319999998e-01	-2.0302945713e-01
1.7010694175e+06	7.1264047600e+10	2.1972485182e+03	4.8973691244e+03	9.9896810591e+00	1.6131040309e-05	1.2315414543e+03	2.1519542661e-12	2.0419378404e-05	2.5164733070e+02	-6.1505923056e+04	1.2389568301e+04	6.6303314109e+03	-2.0320000000e-01	-2.0256862857e-01
1.7066272392e+06	7.1536047400e+10	2.1988227591e+03	4.9002588674e+03	9.9906439177e+00	1.6099591790e-05	1.2314519158e+03	2.1475882332e-12	2.0407328768e-05	2.5164733070e+02	-5.6348189000e+04	1.2396792215e+04	6.6327041190e+03	-2.0320000000e-01	-2.0210780000e-01
1.7121812522e+06	7.1808047200e+10	2.2003951312e+03	4.9031449726e+03	9.9916233593e+00	1.6068265799e-05	1.2313624471e+03	2.1432410943e-12	2.0395303620e-05	2.5164733070e+02	-5.1192818987e+04	1.2403999709e+04	6.6350710454e+03	-2.0320000000e-01	-2.0168761142e-01
1.7177314567e+06	7.2080047000e+10	2.2019601963e+03	4.9060166202e+03	9.9926194067e+00	1.6037410961e-05	1.2312748620e+03	2.1389156652e-12	2.0383372197e-05	2.5164733070e+02	-4.6045620280e+04	1.2411149288e+04	6.6374136346e+03	-2.0320000000e-01	-2.0141111429e-01
1.7232778527e+06	7.2352046800e+10	2.2035258696e+03	4.9088885087e+03	9.9936323067e+00	1.6006545168e-05	1.2311872755e+03	2.1346075688e-12	2.0371438085e-05	2.5164733070e+02	-4.0898539094e+04	1.2418298743e+04	6.6397569669e+03	-2.0320000000e-01	-2.0113461714e-01
1.7288204402e+06	7.2624046600e+10	2.2050921512e+03	4.9117606384e+03	9.9946620422e+00	1.5975668413e-05	1.2310996875e+03	2.1303167011e-12	2.0359501285e-05	2.5164733070e+02	-3.5751575497e+04	1.2425448075e+04	6.6421010428e+03	-2.0320000000e-01	-2.0085812000e-01
1.7343592190e+06	7.2896046400e+10	2.2066592920e+03	4.9146277362e+03	9.9957087055e+00	1.5944951593e-05	1.2310130184e+03	2.1260449281e-12	2.0347607209e-05	2.5164733070e+02	-3.0607770498e+04	1.2432592013e+04	6.6444369591e+03	-1.9983268570e-01	-2.0094447999e-01
1.7398941888e+06	7.3168046200e+10	2.2082219691e+03	4.9174823772e+03	9.9967723889e+00	1.5914652245e-05	1.2309285621e+03	2.1217947459e-12	2.0335821544e-05	2.5164733070e+02	-2.5471141779e+04	1.2439719957e+04	6.6467524425e+03	-2.0075434288e-01	-2.0066798285e-01
1.7454253493e+06	7.3440046000e+10	2.2097852629e+03	4.9203372579e+03	9.9978531849e+00	1.5884341955e-05	1.2308441036e+03	2.1175614340e-12	2.0324033199e-05	2.5164733070e+02	-2.0334660029e+04	1.2446844895e+04	6.6490686665e+03	-2.0167600000e-01	-2.0039148571e-01
1.7509527001e+06	7.3712045800e+10	2.2113491736e+03	4.9231923787e+03	9.9989511860e+00	1.5854020718e-05	1.2307596429e+03	2.1133448921e-12	2.0312242171e-05	2.5164733070e+02	-1.5198325334e+04	1.2453966827e+04	6.6513856316e+03	-2.0259765713e-01	-2.0011498857e-01
1.7564762407e+06	7.3984045600e+10	2.2129095346e+03	4.9260412429e+03	1.0000066485e+01	1.5823887031e-05	1.2306754124e+03	2.1091470999e-12	2.0300491115e-05	2.5164733070e+02	-1.0065571941e+04	1.2461057950e+04	6.6536920692e+03	-2.0256137144e-01	-1.9980656000e-01
1.7619959711e+06	7.4256045400e+10	2.2144621348e+03	4.9288783238e+03	1.0001199175e+01	1.5794116413e-05	1.2305914499e+03	2.1049697367e-12	2.0288817687e-05	2.5164733070e+02	-4.9393375135e+03	1.2468099521e+04	6.6559782830e+03	-2.0071805715e-01	-1.9943789714e-01
1.7675118908e+06	7.4528045200e+10	2.2160145839e+03	4.9317159889e+03	1.0002349347e+01	1.5764334206e-05	1.2305072355e+03	2.1008087522e-12	2.0277141348e-05	2.5164733070e+02	1.8690761785e+02	1.2475146846e+04	6.6582656717e+03	-1.9887474287e-01	-1.9906923429e-01
1.7730239993e+06	7.4800045000e+10	2.2175668820e+03	4.9345542379e+03	1.0003517089e+01	1.5734540414e-05	1.2304227691e+03	2.0966640502e-12	2.0265462099e-05	2.5164733070e+02	5.3131634513e+03	1.2482199924e+04	6.6605542351e+03	-1.9703142856e-01	-1.9870057143e-01
1.7785322960e+06	7.5072044800e+10	2.2191132333e+03	4.9373867863e+03	1.0004702489e+01	1.5704963982e-05	1.2303389156e+03	2.0925376595e-12	2.0253830092e-05	2.5164733070e+02	1.0435720251e+04	1.2489229241e+04	6.6628311102e+03	-1.9594285714e-01	-1.9836964570e-01
1.7840367803e+06	7.5344044600e+10	2.2206512618e+03	4.9402106361e+03	1.0005905638e+01	1.5675704424e-05	1.2302560157e+03	2.0884304962e-12	2.0242267588e-05	2.5164733070e+02	1.5552889952e+04	1.2496217676e+04	6.6650903635e+03	-1.9594285714e-01	-1.9809314857e-01
1.7895374514e+06	7.5616044400e+10	2.2221894053e+03	4.9430347606e+03	1.0007126626e+01	1.5646430796e-05	1.2301728046e+03	2.0843394313e-12	2.0230702286e-05	2.5164733070e+02	2.0670003344e+04	1.2503206087e+04	6.6673504446e+03	-1.9594285715e-01	-1.9781665143e-01
1.7950343087e+06	7.5888044200e+10	2.2237276639e+03	4.9458591597e+03	1.0008365543e+01	1.5617143095e-05	1.2300892824e+03	2.0802643705e-12	2.0219134184e-05	2.5164733070e+02	2.5787060419e+04	1.2510194477e+04	6.6696113535e+03	-1.9594285715e-01	-1.9754015429e-01
1.8005273510e+06	7.6160044000e+10	2.2252576723e+03	4.9486760767e+03	1.0009622478e+01	1.5588102490e-05	1.2300073222e+03	2.0762070800e-12	2.0207624292e-05	2.5164733070e+02	3.0900084899e+04	1.2517168837e+04	6.6718591405e+03	-1.9550742858e-01	-1.9726365713e-01
1.8060165772e+06	7.6432043800e+10	2.2267796535e+03	4.9514845121e+03	1.0010897523e+01	1.5559344774e-05	1.2299272745e+03	2.0721675585e-12	2.0196178061e-05	2.5164733070e+02	3.6008376257e+04	1.2524129365e+04	6.6740919348e+03	-1.9458577141e-01	-1.9698716002e-01
1.8115019862e+06	7.6704043600e+10	2.2283033810e+03	4.9542930941e+03	1.0012190766e+01	1.5530580208e-05	1.2298470949e+03	2.0681435935e-12	2.0184726763e-05	2.5164733070e+02	4.1116289347e+04	1.2531092360e+04	6.6763252273e+03	-1.9366411430e-01	-1.9671066286e-01
1.8169835767e+06	7.6976043400e+10	2.2298288577e+03	4.9571018230e+03	1.0013502297e+01	1.5501808780e-05	1.2297667832e+03	2.0641350948e-12	2.0173270388e-05	2.5164733070e+02	4.6223823516e+04	1.2538057826e+04	6.6785590188e+03	-1.9274245715e-01	-1.9643416572e-01
1.8224613477e+06	7.7248043200e+10	2.2313442481e+03	4.9599020849e+03	1.0014832205e+01	1.5473305527e-05	1.2296866507e+03	2.0601452409e-12	2.0161884633e-05	2.5164733070e+02	5.1326849796e+04	1.2544988368e+04	6.6807816939e+03	-1.9231428572e-01	-1.9600962286e-01
1.8279352977e+06	7.7520043000e+10	2.2328493943e+03	4.9626951489e+03	1.0016180588e+01	1.5445032593e-05	1.2296066323e+03	2.0561734619e-12	2.0150563263e-05	2.5164733070e+02	5.6426263300e+04	1.2551887106e+04	6.6829957592e+03	-1.9231428572e-01	-1.9545662857e-01
1.8334054254e+06	7.7792042800e+10	2.2343623525e+03	4.9654877995e+03	1.0017547544e+01	1.5416753885e-05	1.2295264505e+03	2.0522174374e-12	2.0139245249e-05	2.5164733070e+02	6.1524763583e+04	1.2558781685e+04	6.6852095476e+03	-1.9594285714e-01	-1.9547549714e-01
1.8388717294e+06	7.8064042600e+10	2.2358844112e+03	4.9682801410e+03	1.0018933166e+01	1.5388468057e-05	1.2294462641e+03	2.0482771595e-12	2.0127928984e-05	2.5164733070e+02	6.6622196526e+04	1.2565671649e+04	6.6874219580e+03	-1.9594285715e-01	-1.9529116571e-01
1.8443342082e+06	7.8336042400e+10	2.2374020810e+03	4.9710625295e+03	1.0020337548e+01	1.5360471178e-05	1.2293678367e+03	2.0443546908e-12	2.0116669361e-05	2.5164733070e+02	7.1713607929e+04	1.2572518953e+04	6.6896134019e+03	-1.9539131432e-01	-1.9499652571e-01
1.8497928602e+06	7.8608042200e+10	2.2389171408e+03	4.9738381728e+03	1.0021760783e+01	1.5332664841e-05	1.2292903341e+03	2.0404489155e-12	2.0105446940e-05	2.5164733070e+02	7.6800867403e+04	1.2579339796e+04	6.6917913398e+03	-1.9446965716e-01	-1.9462786286e-01
1.8552476837e+06	7.8880042000e+10	2.2404328397e+03	4.9766140468e+03	1.0023202967e+01	1.5304847887e-05	1.2292125412e+03	2.0365578424e-12	2.0094221922e-05	2.5164733070e+02	8.1887970224e+04	1.2586163309e+04	6.6939702705e+03	-1.9354800002e-01	-1.9425920000e-01
1.8606986771e+06	7.9152041800e+10	2.2419491782e+03	4.9793901517e+03	1.0024664193e+01	1.5277020308e-05	1.2291344578e+03	2.0326813884e-12	2.0082994306e-05	2.5164733070e+02	8.6974916295e+04	1.2592989492e+04	6.6961501948e+03	-1.9262634287e-01	-1.9389053715e-01
1.8661458387e+06	7.9424041600e+10	2.2434540597e+03	4.9821573243e+03	1.0026144555e+01	1.5249524523e-05	1.2290567092e+03	2.0288224604e-12	2.0071844409e-05	2.5164733070e+02	9.2056350763e+04	1.2599797878e+04	6.6983143754e+03	-1.9231428569e-01	-1.9358283429e-01
1.8715891667e+06	7.9696041400e+10	2.2449529701e+03	4.9849200662e+03	1.0027644148e+01	1.5222193144e-05	1.2289792055e+03	2.0249795611e-12	2.0060732927e-05	2.5164733070e+02	9.7134962811e+04	1.2606596216e+04	6.7004708229e+03	-1.9231428570e-01	-1.9330633715e-01
1.8770286592e+06	7.9968041200e+10	2.2464520163e+03	4.9876830741e+03	1.0029163068e+01	1.5194850829e-05	1.2289016704e+03	2.0211510874e-12	2.0049618723e-05	2.5164733070e+02	1.0221350896e+05	1.2613394528e+04	6.7026280730e+03	-1.9231428570e-01	-1.9302983999e-01
1.8824643142e+06	8.0240041000e+10	2.2479511984e+03	4.9904463481e+03	1.0030701408e+01	1.5167497577e-05	1.2288241040e+03	2.0173369583e-12	2.0038501797e-05	2.5164733070e+02	1.0729198920e+05	1.2620192814e+04	6.7047861259e+03	-1.9231428572e-01	-1.9275334286e-01
1.8878961297e+06	8.0512040800e+10	2.2494402923e+03	4.9931977791e+03	1.0032259259e+01	1.5140484923e-05	1.2287465613e+03	2.0135406574e-12	2.0027463232e-05	2.5164733070e+02	1.1236369610e+05	1.2626948396e+04	6.7069259253e+03	-1.9164662854e-01	-1.9241008001e-01
1.8933241036e+06	8.0784040600e+10	2.2509255273e+03	4.9959448753e+03	1.0033836713e+01	1.5113597429e-05	1.2286689109e+03	2.0097599549e-12	2.0016455142e-05	2.5164733070e+02	1.1743285565e+05	1.2633690096e+04	6.7090595273e+03	-1.9072497142e-01	-1.9204141716e-01
1.8987482338e+06	8.1056040400e+10	2.2524107763e+03	4.9986922442e+03	1.0035433865e+01	1.5086701733e-05	1.2285911165e+03	2.0059934242e-12	2.0005447057e-05	2.5164733070e+02	1.2250203080e+05	1.2640434531e+04	6.7111942218e+03	-1.8980331428e-01	-1.9167275429e-01
1.9041685179e+06	8.1328040200e+10	2.2538960394e+03	5.0014398858e+03	1.0037050809e+01	1.5059797836e-05	1.2285131781e+03	2.0022409857e-12	1.9994438976e-05	2.5164733070e+02	1.2757122158e+05	1.2647181702e+04	6.7133300087e+03	-1.8888165714e-01	-1.9130409143e-01
1.9095849538e+06	8.1600040000e+10	2.2553721385e+03	5.0041764889e+03	1.0038687638e+01	1.5033258097e-05	1.2284380735e+03	1.9985060292e-12	1.9983512356e-05	2.5164733070e+02	1.3263361043e+05	1.2653877554e+04	6.7154450626e+03	-1.8868571429e-01	-1.9100800000e-01
1.9149975389e+06	8.1872039800e+10	2.2568458903e+03	5.0069102999e+03	1.0040344447e+01	1.5006810848e-05	1.2283637279e+03	1.9947859215e-12	1.9972605341e-05	2.5164733070e+02	1.3769409981e+05	1.2660559078e+04	6.7175550433e+03	-1.8868571429e-01	-1.9073150285e-01
1.9204062708e+06	8.2144039600e+10	2.2583197869e+03	5.0096443718e+03	1.0042021329e+01	1.4980355570e-05	1.2282893492e+03	1.9910796459e-12	1.9961695653e-05	2.5164733070e+02	1.4275452160e+05	1.2667240575e+04	6.7196658115e+03	-1.8868571429e-01	-1.9045500572e-01
1.9258111467e+06	8.2416039400e+10	2.2597938283e+03	5.0123787046e+03	1.0043718378e+01	1.4953892259e-05	1.2282149373e+03	1.9873871253e-12	1.9950783291e-05	2.5164733070e+02	1.4781487580e+05	1.2673922045e+04	6.7217773672e+03	-1.8868571427e-01	-1.9017850857e-01
1.9312121640e+06	8.2688039200e+10	2.2612539299e+03	5.0151013899e+03	1.0045435690e+01	1.4927819462e-05	1.2281407477e+03	1.9837108868e-12	1.9939972076e-05	2.5164733070e+02	1.5286838556e+05	1.2680584544e+04	6.7238664365e+03	-1.8868571431e-01	-1.9034324571e-01
1.9366093201e+06	8.2960039000e+10	2.2627283241e+03	5.0178209985e+03	1.0047173357e+01	1.4901814852e-05	1.2280666986e+03	1.9800495239e-12	1.9929181397e-05	2.5164733070e+02	1.5791862546e+05	1.2687240547e+04	6.7259482793e+03	-1.8868571429e-01	-1.9015891429e-01
1.9420026121e+06	8.3232038800e+10	2.2642028689e+03	5.0205408676e+03	1.0048931477e+01	1.4875799493e-05	1.2279926152e+03	1.9764015540e-12	1.9918388044e-05	2.5164733070e+02	1.6296882194e+05	1.2693896522e+04	6.7280306370e+03	-1.8868571429e-01	-1.8997458286e-01
1.9473920372e+06	8.3504038600e+10	2.2656775644e+03	5.0232609973e+03	1.0050710145e+01	1.4849773383e-05	1.2279184974e+03	1.9727669038e-12	1.9907592018e-05	2.5164733070e+02	1.6801897501e+05	1.2700552468e+04	6.7301135098e+03	-1.8868571429e-01	-1.8979025144e-01
1.9527775924e+06	8.3776038400e+10	2.2671423170e+03	5.0259682177e+03	1.0052509458e+01	1.4824132848e-05	1.2278471345e+03	1.9691494391e-12	1.9896883160e-05	2.5164733070e+02	1.7306071967e+05	1.2707145701e+04	6.7321737925e+03	-1.8784388572e-01	-1.8952173715e-01
1.9581592747e+06	8.4048038200e+10	2.2686067420e+03	5.0286744123e+03	1.0054329509e+01	1.4798524766e-05	1.2277755010e+03	1.9655455194e-12	1.9886180306e-05	2.5164733070e+02	1.7810151279e+05	1.2713735455e+04	6.7342325632e+03	-1.8692222859e-01	-1.8924524000e-01
1.9635370811e+06	8.4320038000e+10	2.2700718184e+03	5.0313808286e+03	1.0056170396e+01	1.4772911807e-05	1.2277033094e+03	1.9619546992e-12	1.9875474942e-05	2.5164733070e+02	1.8314214231e+05	1.2720327786e+04	6.7362920205e+03	-1.8600057147e-01	-1.8896874286e-01
1.9689110084e+06	8.4592037800e+10	2.2715375468e+03	5.0340874667e+03	1.0058032214e+01	1.4747293967e-05	1.2276305593e+03	1.9583769072e-12	1.9864767067e-05	2.5164733070e+02	1.8818260811e+05	1.2726922698e+04	6.7383521650e+03	-1.8507891429e-01	-1.8869224572e-01
1.9742810541e+06	8.4864037600e+10	2.2729916935e+03	5.0367778713e+03	1.0059915058e+01	1.4722111456e-05	1.2275585328e+03	1.9548170924e-12	1.9854162960e-05	2.5164733070e+02	1.9321441418e+05	1.2733462223e+04	6.7403890843e+03	-1.8505714284e-01	-1.8832576000e-01
1.9796472163e+06	8.5136037400e+10	2.2744455803e+03	5.0394681430e+03	1.0061819026e+01	1.4696928968e-05	1.2274866536e+03	1.9512702166e-12	1.9843561403e-05	2.5164733070e+02	1.9824605868e+05	1.2740000371e+04	6.7424264872e+03	-1.8505714286e-01	-1.8795709715e-01
1.9850094923e+06	8.5408037200e+10	2.2758994958e+03	5.0421586807e+03	1.0063744213e+01	1.4671735782e-05	1.2274148988e+03	1.9477360885e-12	1.9832959854e-05	2.5164733070e+02	2.0327774966e+05	1.2746538513e+04	6.7444649567e+03	-1.8505714286e-01	-1.8758843428e-01
1.9903678791e+06	8.5680037000e+10	2.2773527574e+03	5.0448490345e+03	1.0065690717e+01	1.4646547950e-05	1.2273433187e+03	1.9442147384e-12	1.9822362528e-05	2.5164733070e+02	2.0830920088e+05	1.2753075363e+04	6.7465034206e+03	-1.8502085713e-01	-1.8721977142e-01
1.9957223740e+06	8.5952036800e+10	2.2787897153e+03	5.0475286556e+03	1.0067658634e+01	1.4621742775e-05	1.2272728763e+03	1.9407084719e-12	1.9811866783e-05	2.5164733070e+02	2.1333360558e+05	1.2759582118e+04	6.7485167224e+03	-1.8409920001e-01	-1.8685110857e-01
2.0010729738e+06	8.6224036600e+10	2.2802273208e+03	5.0502084940e+03	1.0069648062e+01	1.4596930157e-05	1.2272021497e+03	1.9372148640e-12	1.9801368575e-05	2.5164733070e+02	2.1835784722e+05	1.2766091403e+04	6.7505309630e+03	-1.8317754286e-01	-1.8648244572e-01
2.0064196758e+06	8.6496036400e+10	2.2816655743e+03	5.0528885498e+03	1.0071659101e+01	1.4572110092e-05	1.2271311389e+03	1.9337338461e-12	1.9790867904e-05	2.5164733070e+02	2.2338192570e+05	1.2772603220e+04	6.7525461429e+03	-1.8225588572e-01	-1.8611378286e-01
2.0117624769e+06	8.6768036200e+10	2.2831034992e+03	5.0555670748e+03	1.0073691846e+01	1.4547328087e-05	1.2270601262e+03	1.9302658027e-12	1.9780374887e-05	2.5164733070e+02	2.2840486367e+05	1.2779113079e+04	6.7545596908e+03	-1.8142857143e-01	-1.8576398857e-01
2.0171013742e+06	8.7040036000e+10	2.2845332402e+03	5.0582305039e+03	1.0075746397e+01	1.4522939012e-05	1.2269915889e+03	1.9268140962e-12	1.9769968082e-05	2.5164733070e+02	2.3341910143e+05	1.2785584684e+04	6.7565513795e+03	-1.8142857143e-01	-1.8557965714e-01
2.0224363646e+06	8.7312035800e+10	2.2859631487e+03	5.0608941843e+03	1.0077822851e+01	1.4498544796e-05	1.2269232782e+03	1.9233746237e-12	1.9759558690e-05	2.5164733070e+02	2.3843323517e+05	1.2792056257e+04	6.7585435643e+03	-1.8142857143e-01	-1.8539532572e-01
2.0277674450e+06	8.7584035600e+10	2.2873932247e+03	5.0635581161e+03	1.0079921307e+01	1.4474145437e-05	1.2268551941e+03	1.9199473202e-12	1.9749146709e-05	2.5164733070e+02	2.4344726489e+05	1.2798527801e+04	6.7605362451e+03	-1.8142857143e-01	-1.8521099428e-01
2.0330946110e+06	8.7856035400e+10	2.2888217032e+03	5.0662203279e+03	1.0082041862e+01	1.4449802048e-05	1.2267868681e+03	1.9165328006e-12	1.9738748707e-05	2.5164733070e+02	2.4845987486e+05	1.2804986778e+04	6.7625250775e+03	-1.8490474285e-01	-1.8572189714e-01
2.0384178584e+06	8.8128035200e+10	2.2902521027e+03	5.0688720632e+03	1.0084184616e+01	1.4425763014e-05	1.2267161514e+03	1.9131342876e-12	1.9728438337e-05	2.5164733070e+02	2.5346460309e+05	1.2811378476e+04	6.7644900955e+03	-1.8398308574e-01	-1.8535323429e-01
2.0437371835e+06	8.8400035000e+10	2.2916831662e+03	5.0715240138e+03	1.0086349667e+01	1.4401719207e-05	1.2266454146e+03	1.9097477442e-12	1.9718125520e-05	2.5164733070e+02	2.5846919060e+05	1.2817772690e+04	6.7664560454e+03	-1.8306142858e-01	-1.8498457142e-01
2.0490525827e+06	8.8672034800e+10	2.2931148942e+03	5.0741761800e+03	1.0088537113e+01	1.4377670624e-05	1.2265746576e+03	1.9063731074e-12	1.9707810253e-05	2.5164733070e+02	2.6347363730e+05	1.2824169421e+04	6.7684229277e+03	-1.8213977140e-01	-1.8461590857e-01
2.0543640520e+06	8.8944034600e+10	2.2945438027e+03	5.0768252126e+03	1.0090747053e+01	1.4353712027e-05	1.2265050792e+03	1.9030110202e-12	1.9697520549e-05	2.5164733070e+02	2.6847627016e+05	1.2830562282e+04	6.7703859212e+03	-1.8142857143e-01	-1.8428933713e-01
2.0596715874e+06	8.9216034400e+10	2.2959614479e+03	5.0794629921e+03	1.0092979585e+01	1.4330067201e-05	1.2264393248e+03	1.8996631371e-12	1.9687323037e-05	2.5164733070e+02	2.7347309996e+05	1.2836934480e+04	6.7723332539e+03	-1.8142857143e-01	-1.8410500571e-01
2.0649751850e+06	8.9488034200e+10	2.2973795089e+03	5.0821007414e+03	1.0095234808e+01	1.4306414845e-05	1.2263732147e+03	1.8963270339e-12	1.9677123028e-05	2.5164733070e+02	2.7846977450e+05	1.2843306603e+04	6.7742810329e+03	-1.8142857141e-01	-1.8392067429e-01
2.0702748408e+06	8.9760034000e+10	2.2987979860e+03	5.0847384604e+03	1.0097512820e+01	1.4282754956e-05	1.2263067485e+03	1.8930026488e-12	1.9666920521e-05	2.5164733070e+02	2.8346629371e+05	1.2849678651e+04	6.7762292581e+03	-1.8142857143e-01	-1.8373634286e-01
2.0755705504e+06	9.0032033800e+10	2.3002132795e+03	5.0873725863e+03	1.0099813721e+01	1.4259195868e-05	1.2262401845e+03	1.8896908395e-12	1.9656736712e-05	2.5164733070e+02	2.8846020916e+05	1.2856036476e+04	6.7781698349e+03	-1.8142857145e-01	-1.8360571428e-01
2.0808623098e+06	9.0304033600e+10	2.3016202387e+03	5.0899983496e+03	1.0102137610e+01	1.4235892815e-05	1.2261739750e+03	1.8863927288e-12	1.9646601975e-05	2.5164733070e+02	2.9344806885e+05	1.2862359814e+04	6.7800908292e+03	-1.8142857143e-01	-1.8360571430e-01
2.0861501148e+06	9.0576033400e+10	2.3030276226e+03	5.0926246009e+03	1.0104484587e+01	1.4212582293e-05	1.2261075363e+03	1.8831059478e-12	1.9636464762e-05	2.5164733070e+02	2.9843585845e+05	1.2868683074e+04	6.7820117455e+03	-1.8142857141e-01	-1.8360571428e-01
2.0914339617e+06	9.0848033200e+10	2.3044354313e+03	5.0952513405e+03	1.0106854752e+01	1.4189264299e-05	1.2260408683e+03	1.8798304383e-12	1.9626325072e-05	2.5164733070e+02	3.0342357794e+05	1.2875006257e+04	6.7839325838e+03	-1.8142857143e-01	-1.8360571429e-01
2.0967138464e+06	9.1120033000e+10	2.3058392722e+03	5.0978732676e+03	1.0109248204e+01	1.4166076211e-05	1.2259746410e+03	1.8765675853e-12	1.9616223276e-05	2.5164733070e+02	3.0840838669e+05	1.2881314324e+04	6.7858466994e+03	-1.8077542856e-01	-1.8340977143e-01
2.1019897648e+06	9.1392032800e+10	2.3072354371e+03	5.1004856791e+03	1.0111665043e+01	1.4143132704e-05	1.2259096026e+03	1.8733186177e-12	1.9606194298e-05	2.5164733070e+02	3.1338798003e+05	1.2887598409e+04	6.7877496926e+03	-1.7893211429e-01	-1.8285677715e-01
2.1072617124e+06	9.1664032600e+10	2.3086318848e+03	5.1030980704e+03	1.0114105370e+01	1.4120184255e-05	1.2258446259e+03	1.8700808946e-12	1.9596165399e-05	2.5164733070e+02	3.1836754889e+05	1.2893887592e+04	6.7896541783e+03	-1.7708880001e-01	-1.8230378286e-01
2.1125296849e+06	9.1936032400e+10	2.3100286153e+03	5.1057104413e+03	1.0116569285e+01	1.4097230862e-05	1.2257797110e+03	1.8668543578e-12	1.9586136577e-05	2.5164733070e+02	3.2334709325e+05	1.2900181874e+04	6.7915601571e+03	-1.7524548570e-01	-1.8175078857e-01
2.1177936780e+06	9.2208032200e+10	2.3114213570e+03	5.1083176108e+03	1.0119056888e+01	1.4074419722e-05	1.2257145481e+03	1.8636402132e-12	1.9576140335e-05	2.5164733070e+02	3.2832288120e+05	1.2906453955e+04	6.7934573072e+03	-1.7417142855e-01	-1.8131318287e-01
2.1230536872e+06	9.2480032000e+10	2.3128083485e+03	5.1109177123e+03	1.0121568279e+01	1.4051807322e-05	1.2256487593e+03	1.8604388859e-12	1.9566187718e-05	2.5164733070e+02	3.3329339052e+05	1.2912689380e+04	6.7953410000e+03	-1.7417142855e-01	-1.8103668573e-01
