model_id,timestep,time_myr,deflection,sharpness
slab_lnk18_Ha274_d5mm_140ppm,10,10.0442,-7218.75,14437.5
slab_lnk18_Ha274_d5mm_140ppm,15,15.0206,-20625.0,30307.5859375
slab_lnk18_Ha274_d5mm_140ppm,20,20.0427,-28875.0,39187.5
slab_lnk18_Ha274_d5mm_140ppm,25,25.0192,-31968.75,42281.25
slab_lnk18_Ha274_d5mm_140ppm,30,30.0412,-32877.0625,43883.34375
slab_lnk18_Ha274_d5mm_140ppm,35,35.0177,-30937.5,42281.25
slab_lnk18_Ha274_d5mm_140ppm,40,40.0398,-28875.0,40663.453125
slab_lnk18_Ha274_d5mm_140ppm,45,45.0162,-27440.9375,39506.7890625
slab_lnk18_Ha274_d5mm_140ppm,50,50.0383,-25781.25,38013.5078125
slab_lnk18_Ha274_d5mm_140ppm,55,55.0147,-24750.0,37125.0
slab_lnk18_Ha274_d5mm_140ppm,60,60.0368,-24925.0625,37300.0625
slab_lnk18_Ha274_d5mm_140ppm,65,65.0131,-24118.828125,36493.828125
slab_lnk18_Ha274_d5mm_140ppm,70,70.0351,-23718.75,36093.75
slab_lnk18_Ha274_d5mm_140ppm,75,75.0114,-23718.75,36155.328125
slab_lnk18_Ha274_d5mm_140ppm,80,80.033295,-23809.6875,36253.0546875
slab_lnk18_Ha274_d5mm_140ppm,85,85.0096,-23775.015625,36222.3046875
slab_lnk18_Ha274_d5mm_140ppm,90,90.0315,-23754.25,36203.859375
slab_lnk18_Ha274_d5mm_140ppm,95,95.0078,-23742.140625,36193.109375
slab_lnk18_Ha274_d5mm_140ppm,100,100.0,-23734.1875,36186.421875
slab_lnk18_Ha300_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha300_d5mm_060ppm,5,5.02209,-32827.78125,16627.84375
slab_lnk18_Ha300_d5mm_060ppm,10,10.0442,-55589.734375,38058.484375
slab_lnk18_Ha300_d5mm_060ppm,15,15.0206,-70196.34375,38858.484375
slab_lnk18_Ha300_d5mm_060ppm,20,20.0427,-74250.0,31630.390625
slab_lnk18_Ha300_d5mm_060ppm,25,25.0192,-74457.875,28294.265625
slab_lnk18_Ha300_d5mm_060ppm,30,30.0396,-76034.4375,28443.984375
slab_lnk18_Ha300_d5mm_060ppm,35,35.0438,-77751.6875,28792.125
slab_lnk18_Ha300_d5mm_060ppm,40,40.0208,-78968.453125,28906.78125
slab_lnk18_Ha300_d5mm_060ppm,45,45.0372,-79548.359375,28817.609375
slab_lnk18_Ha300_d5mm_060ppm,50,50.0226,-80087.734375,28975.1875
slab_lnk18_Ha300_d5mm_060ppm,55,55.0335,-80437.5,29107.890625
slab_lnk18_Ha300_d5mm_060ppm,60,60.0341,-80813.03125,29361.6875
slab_lnk18_Ha300_d5mm_060ppm,65,65.0286,-80960.640625,29433.796875
slab_lnk18_Ha300_d5mm_060ppm,70,70.0188,-81063.171875,29500.671875
slab_lnk18_Ha300_d5mm_060ppm,75,75.0057,-81138.875,29522.203125
slab_lnk18_Ha300_d5mm_060ppm,80,80.0332,-81195.875,29546.90625
slab_lnk18_Ha300_d5mm_060ppm,85,85.01511,-81237.265625,29562.59375
slab_lnk18_Ha300_d5mm_060ppm,90,90.0386,-81266.234375,29572.96875
slab_lnk18_Ha300_d5mm_060ppm,95,95.01769,-81285.46875,29580.203125
slab_lnk18_Ha300_d5mm_060ppm,100,100.0,-81298.375,29585.640625
slab_lnk19_Ha274_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk19_Ha274_d5mm_060ppm,5,5.02209,-32630.9375,23053.515625
slab_lnk19_Ha274_d5mm_060ppm,10,10.0442,-54825.203125,44512.703125
slab_lnk19_Ha274_d5mm_060ppm,15,15.0206,-57535.3125,35699.40625
slab_lnk19_Ha274_d5mm_060ppm,20,20.0427,-59084.984375,29380.65625
slab_lnk19_Ha274_d5mm_060ppm,25,25.0192,-61199.046875,30680.75
slab_lnk19_Ha274_d5mm_060ppm,30,30.0412,-63128.953125,32191.453125
slab_lnk19_Ha274_d5mm_060ppm,35,35.0177,-64207.4375,33269.9375
slab_lnk19_Ha274_d5mm_060ppm,40,40.0398,-64896.78125,33959.28125
slab_lnk19_Ha274_d5mm_060ppm,45,45.0162,-65402.703125,34465.203125
slab_lnk19_Ha274_d5mm_060ppm,50,50.0383,-65716.328125,34778.828125
slab_lnk19_Ha274_d5mm_060ppm,55,55.0147,-65905.609375,34968.109375
slab_lnk19_Ha274_d5mm_060ppm,60,60.0368,-66000.0,35062.5
slab_lnk19_Ha274_d5mm_060ppm,65,65.0133,-66080.0625,35142.5625
slab_lnk19_Ha274_d5mm_060ppm,70,70.0354,-66150.484375,35212.984375
slab_lnk19_Ha274_d5mm_060ppm,75,75.0118,-66195.609375,35258.109375
slab_lnk19_Ha274_d5mm_060ppm,80,80.033905,-66223.09375,35285.59375
slab_lnk19_Ha274_d5mm_060ppm,85,85.01031,-66238.953125,35301.453125
slab_lnk19_Ha274_d5mm_060ppm,90,90.0324,-66248.140625,35310.640625
slab_lnk19_Ha274_d5mm_060ppm,95,95.008896,-66253.59375,35316.09375
slab_lnk19_Ha274_d5mm_060ppm,100,100.0,-66257.09375,35319.59375
slab_lnk20_Ha274_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk20_Ha274_d5mm_060ppm,5,5.02209,-32855.328125,3980.328125
slab_lnk20_Ha274_d5mm_060ppm,10,10.0442,-55687.5,36093.75
slab_lnk20_Ha274_d5mm_060ppm,15,15.0206,-70826.84375,37826.84375
slab_lnk20_Ha274_d5mm_060ppm,20,20.0427,-78012.125,33537.765625
slab_lnk20_Ha274_d5mm_060ppm,25,25.0147,-80209.5,31810.65625
slab_lnk20_Ha274_d5mm_060ppm,30,30.0357,-81238.265625,31412.484375
slab_lnk20_Ha274_d5mm_060ppm,35,35.0089,-82667.0,31495.515625
slab_lnk20_Ha274_d5mm_060ppm,40,40.0034,-83792.21875,31534.65625
slab_lnk20_Ha274_d5mm_060ppm,45,45.0385,-84562.5,31601.828125
slab_lnk20_Ha274_d5mm_060ppm,50,50.001,-85211.640625,31839.546875
slab_lnk20_Ha274_d5mm_060ppm,55,55.031,-85628.65625,32013.578125
slab_lnk20_Ha274_d5mm_060ppm,60,60.0079,-85890.453125,32177.734375
slab_lnk20_Ha274_d5mm_060ppm,65,65.0209,-86058.875,32277.875
slab_lnk20_Ha274_d5mm_060ppm,70,70.02991,-86171.15625,32344.625
slab_lnk20_Ha274_d5mm_060ppm,75,75.036,-86250.234375,32388.953125
slab_lnk20_Ha274_d5mm_060ppm,80,80.039696,-86308.0,32417.796875
slab_lnk20_Ha274_d5mm_060ppm,85,85.0416,-86350.03125,32436.28125
slab_lnk20_Ha274_d5mm_060ppm,90,90.0421,-86379.828125,32448.359375
slab_lnk20_Ha274_d5mm_060ppm,95,95.0416,-86400.5625,32456.59375
slab_lnk20_Ha274_d5mm_060ppm,100,100.0,-86414.5625,32462.46875
slab_lnk21_Ha274_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk21_Ha274_d5mm_060ppm,5,5.02209,-32919.203125,6092.03125
slab_lnk21_Ha274_d5mm_060ppm,10,10.0442,-55700.296875,22465.6875
slab_lnk21_Ha274_d5mm_060ppm,15,15.0106,-71823.28125,28128.484375
slab_lnk21_Ha274_d5mm_060ppm,20,20.017,-81646.953125,24949.921875
slab_lnk21_Ha274_d5mm_060ppm,25,25.0029,-88105.59375,24884.359375
slab_lnk21_Ha274_d5mm_060ppm,30,30.0032,-93319.640625,27319.640625
slab_lnk21_Ha274_d5mm_060ppm,35,35.022,-97968.75,30542.203125
slab_lnk21_Ha274_d5mm_060ppm,40,40.0103,-101811.8125,32925.9375
slab_lnk21_Ha274_d5mm_060ppm,45,45.0257,-104531.390625,34406.390625
slab_lnk21_Ha274_d5mm_060ppm,50,50.0074,-106338.515625,35424.859375
slab_lnk21_Ha274_d5mm_060ppm,55,55.0036,-107586.78125,36195.84375
slab_lnk21_Ha274_d5mm_060ppm,60,60.0221,-108281.25,36533.546875
slab_lnk21_Ha274_d5mm_060ppm,65,65.0307,-108638.296875,36658.34375
slab_lnk21_Ha274_d5mm_060ppm,70,70.033295,-109367.046875,37179.546875
slab_lnk21_Ha274_d5mm_060ppm,75,75.0318,-109312.5,37125.0
slab_lnk21_Ha274_d5mm_060ppm,80,80.0278,-109673.359375,37485.859375
slab_lnk21_Ha274_d5mm_060ppm,85,85.021904,-109731.640625,37523.90625
slab_lnk21_Ha274_d5mm_060ppm,90,90.0147,-109770.703125,37539.09375
slab_lnk21_Ha274_d5mm_060ppm,95,95.0066,-109798.09375,37548.59375
slab_lnk21_Ha274_d5mm_060ppm,100,100.0,-109817.75,37554.5
